area	subarea	path	ext	hit_lines	md_fenced_lines	md_inline_lines	what_it_is	origin	needed_change	class	class_basis	note
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/transport-missing.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/worktree-collision.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/subagents/roster-enumeration.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/references/providers-and-models.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/README.md	md	5	1	4	documentation (1 fenced (runnable); 4 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/benchmark/reports/2026-09-14-phase-008-first-pass/failed-runs.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/benchmark/reports/2026-09-14-phase-008-first-pass/results.csv	csv	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/benchmark/reports/2026-09-14-phase-008-first-pass/skill-benchmark-report.json	json	37			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/benchmark/reports/2026-09-14-phase-008-first-pass/skill-benchmark-report.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/benchmark/reports/2026-09-14-phase-008-first-pass/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/benchmark/reports/2026-09-14-phase-008-second-pass/findings-and-recommendations.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/benchmark/reports/2026-09-14-phase-008-second-pass/skill-benchmark-report.json	json	39			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/benchmark/reports/2026-09-14-phase-008-second-pass/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/benchmark/reports/2026-09-15-phase-008-third-pass/failed-runs.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/benchmark/reports/2026-09-15-phase-008-third-pass/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/benchmark/reports/2026-09-15-phase-008-third-pass/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/feature-catalog/dispatch-guards/dispatch-shape-recognition.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/feature-catalog/dispatch-guards/hard-rule-preflight-checks.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/feature-catalog/fanout-dispatch/closed-model-roster.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/feature-catalog/fanout-dispatch/executor-audit-identity.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/feature-catalog/fanout-dispatch/hermes-executor-kind.md	md	7	0	7	documentation (7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/feature-catalog/fanout-dispatch/run-budget-and-reasoning-pin.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/feature-catalog/fanout-dispatch/toolset-and-web-search-policy.md	md	7	0	7	documentation (7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/feature-catalog/hub-registration/hub-mode-registration.md	md	7	0	7	documentation (7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/feature-catalog/prompt-contract/prompt-card-and-improver-eligibility.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/feature-catalog/runtime-surface/hermes-runtime-folder.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/feature-catalog/runtime-surface/repo-guards-project-plugin.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/agent-routing/inlined-persona-via-agent-router-template.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/agent-routing/persona-via-agent-skill-and-plugin.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/cost-and-background/run-budget-expiry.md	md	3	1	2	documentation (1 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/git-preflight-advisory/git-advisory-delivery.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/goal-hook/goal-core-binding-by-session-id.md	md	3	1	2	documentation (1 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/goal-hook/prompt-time-advisor-brief-and-gate-question.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/manual-testing-playbook.md	md	10	0	10	documentation (10 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/prompt-templates/create-manual-testing-playbook-template-round-trip.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/skills-and-plugins/mcp-route-guard-negative-control.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/skills-and-plugins/post-edit-quality-advisory-on-write-result.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/skills-and-plugins/session-start-advisories-section.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/skills-and-plugins/skills-list-enumerates-project-skills.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/skills-and-plugins/task-dispatch-guard-blocks-delegation.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/skills-and-plugins/vision-evidence-on-image-analysis.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-hermes	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook/stress/auth-failure.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
